Name,Score,Genres,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped
City Hunter: Hyakuman Dollar no Inbou,7.38,"Action, Mystery, Comedy, Shounen",Movie,1,25-Aug-90,Unknown,Unknown,Discotek Media,Sunrise,Unknown,45 min.,PG-13 - Teens 13 or older,1971,6270,5433,2,122,3569,99,72
City Hunter: The Secret Service,7.44,"Action, Comedy, Mystery, Shounen",Special,1,5-Jan-96,Unknown,Unknown,Discotek Media,Sunrise,Manga,1 hr. 30 min.,PG-13 - Teens 13 or older,1771,6046,5952,1,134,3537,99,78
City Hunter: Goodbye My Sweetheart,7.52,"Adventure, Comedy, Shounen",Special,1,25-Apr-97,Unknown,Unknown,Discotek Media,Unknown,Unknown,1 hr. 30 min.,PG-13 - Teens 13 or older,1517,6347,5269,4,108,3378,86,70
City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,7.43,Shounen,Special,1,23-Apr-99,Unknown,Unknown,Discotek Media,Sunrise,Unknown,1 hr. 31 min.,PG-13 - Teens 13 or older,1807,6816,4406,9,88,2724,94,63
Sky Girls OVA,6.64,"Mecha, Military, Sci-Fi",OVA,1,25-Aug-06,Unknown,Konami,Unknown,J.C.Staff,Unknown,28 min.,PG-13 - Teens 13 or older,5202,5771,6682,5,89,4980,77,72
"Urusei Yatsura: Haru da, Tobidase!",6.72,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance",Special,1,31-Mar-82,Unknown,Unknown,Unknown,Studio Pierrot,Manga,44 min.,PG-13 - Teens 13 or older,4819,7482,3437,2,79,2062,61,65
D.Gray-man,8.05,"Action, Adventure, Comedy, Super Power, Demons, Shounen",TV,103,"Oct 3, 2006 to Sep 30, 2008",Fall 2006,"TV Tokyo, Aniplex, Dentsu, Half H.P Studio, Sony Music Entertainment, Studio Jack",Funimation,TMS Entertainment,Manga,23 min. per ep.,PG-13 - Teens 13 or older,477,194,567566,14021,53418,258416,53682,41848
Master Keaton,7.61,"Adventure, Drama, Historical, Mystery, Seinen, Slice of Life",TV,24,"Oct 6, 1998 to Mar 29, 1999",Fall 1998,"VAP, Shogakukan-Shueisha Productions",Geneon Entertainment USA,Madhouse,Manga,23 min. per ep.,R - 17+ (violence & profanity),1246,3737,19105,97,1171,4373,952,619
Youma,6.09,"Action, Demons, Fantasy, Horror, Supernatural",OVA,2,"May 1, 1989 to Jun 1, 1989",Unknown,animate Film,ADV Films,J.C.Staff,Manga,38 min. per ep.,R - 17+ (violence & profanity),7870,5684,6971,22,191,3929,93,136
Akachan to Boku,7.86,"Comedy, Drama, Shoujo",TV,35,"Jul 11, 1996 to Mar 26, 1997",Summer 1996,"TV Tokyo, Youmex, Yomiuri Advertising",Unknown,Studio Pierrot,Manga,25 min. per ep.,G - All Ages,720,3939,17101,127,769,8212,807,544
Kodomo no Omocha (TV),8.04,"Comedy, Drama, Romance, Shoujo",TV,102,"Apr 5, 1996 to Mar 27, 1998",Spring 1996,"TV Tokyo, Nihon Ad Systems, Pony Canyon","Funimation, Discotek Media",Gallop,Manga,22 min. per ep.,PG-13 - Teens 13 or older,491,2285,49188,1111,3536,22988,4927,3580
.hack//Unison,6.68,"Adventure, Comedy, Fantasy, Game, Magic, Sci-Fi",Special,1,24-Oct-03,Unknown,"Bandai Visual, Bandai",Bandai Entertainment,Bee Train,Original,24 min.,PG-13 - Teens 13 or older,4982,3535,21400,16,269,15344,241,206
Area 88,7.52,"Action, Military, Adventure, Drama, Romance",OVA,3,"Feb 5, 1985 to Jun 15, 1986",Unknown,Unknown,"ADV Films, Central Park Media, Discotek Media",Studio Pierrot,Manga,1 hr. 5 min. per ep.,R+ - Mild Nudity,1502,4326,13570,199,398,5970,282,207
Renkin San-kyuu Magical? Pokaan Specials,6.91,"Comedy, Parody, Magic, Ecchi, Vampire",Special,3,"Jun 23, 2006 to Oct 25, 2006",Unknown,"Genco, Lantis, Media Factory",Unknown,Remic,Original,14 min. per ep.,R+ - Mild Nudity,3961,5864,6413,4,162,4454,122,64
Ginga Tetsudou Monogatari,7.16,"Action, Adventure, Drama, Sci-Fi, Space",TV,26,"Oct 4, 2003 to Apr 4, 2004",Fall 2003,"Ginga Ya, Studio Kyuuma, Trilogy Future Studio",Funimation,Planet,Original,24 min. per ep.,PG-13 - Teens 13 or older,2934,4953,9724,45,504,3046,557,573
Ginga Tetsudou 999,7.81,"Sci-Fi, Adventure, Space, Drama",TV,113,"Sep 14, 1978 to Apr 9, 1981",Fall 1978,Unknown,Discotek Media,Toei Animation,Manga,25 min. per ep.,G - All Ages,807,3235,25651,352,2203,5030,2147,1243
Project ARMS,6.99,"Action, Martial Arts, Super Power",TV,26,"Apr 7, 2001 to Sep 29, 2001",Spring 2001,Unknown,"VIZ Media, Discotek Media",TMS Entertainment,Manga,24 min. per ep.,R - 17+ (violence & profanity),3681,4711,11090,32,633,4329,574,630
Project ARMS: The 2nd Chapter,7.07,"Action, Fantasy, Martial Arts, Super Power, School",TV,26,"Oct 6, 2001 to Mar 30, 2002",Fall 2001,Unknown,"VIZ Media, Discotek Media",TMS Entertainment,Manga,24 min. per ep.,R - 17+ (violence & profanity),3325,6490,4955,7,213,2661,186,138
Darkside Blues,6.09,"Horror, Mystery, Psychological, Sci-Fi",Movie,1,8-Oct-94,Unknown,Akita Shoten,Unknown,J.C.Staff,Manga,1 hr. 23 min.,R - 17+ (violence & profanity),7859,5342,8052,24,163,4818,108,109
Maetel Legend,6.41,"Space, Drama, Sci-Fi",OVA,2,"Dec 13, 2000 to Mar 7, 2001",Unknown,Unknown,Central Park Media,Vega Entertainment,Unknown,45 min. per ep.,PG-13 - Teens 13 or older,6371,7455,3473,3,101,1714,80,80
Fushigi no Kuni no Miyuki-chan,5.75,"Comedy, Ecchi, Fantasy, Shoujo Ai",OVA,2,21-Jun-95,Unknown,Unknown,ADV Films,Madhouse,Manga,14 min. per ep.,R+ - Mild Nudity,8997,4853,10200,7,182,7192,122,156
Aru Machi Kado no Monogatari,6.61,"Drama, Music, Romance",Movie,1,5-Nov-62,Unknown,Mushi Production,Unknown,Unknown,Original,39 min.,G - All Ages,5332,7550,3343,9,61,1915,48,74
Black Blood Brothers,7.14,"Action, Comedy, Fantasy, Shounen, Supernatural, Vampire",TV,12,"Sep 8, 2006 to Nov 24, 2006",Fall 2006,"Toshiba Entertainment, Happinet Pictures",Funimation,Group TAC,Light novel,25 min. per ep.,R - 17+ (violence & profanity),3011,1502,91597,501,2776,66134,2692,3019
MaMa,5.24,Hentai,OVA,2,"Jun 30, 1997 to Jul 20, 1997",Unknown,BEAM Entertainment,Unknown,Unknown,Unknown,30 min. per ep.,Rx - Hentai,,9898,1281,7,115,541,62,85
Teizokurei Daydream,6.21,"Comedy, Horror, Supernatural, Drama, Ecchi",OVA,4,"Jun 25, 2004 to Dec 23, 2004",Unknown,"Bandai Visual, Imagine",Geneon Entertainment USA,Hal Film Maker,Manga,24 min. per ep.,R+ - Mild Nudity,7284,5220,8519,7,369,4494,235,279
Kaleido Star: Good da yo! Goood!!,6.77,Comedy,OVA,1,27-Sep-06,Unknown,Hal Film Maker,Unknown,Unknown,Unknown,26 min.,G - All Ages,4601,5906,6291,11,88,4482,63,85
Mahou Shoujo Pretty Sammy (1996),6.73,"Comedy, Parody, Magic, Fantasy, Seinen",TV,26,"Oct 4, 1996 to Mar 28, 1997",Fall 1996,"APPP, Pioneer LDC, Studio Tulip",Geneon Entertainment USA,AIC,Unknown,23 min. per ep.,PG - Children,4776,6054,5903,19,247,2461,241,316
Mahou Shoujo Pretty Sammy Specials,6.26,"Adventure, Comedy, Fantasy, Magic, Parody, Seinen",Special,7,1997,Unknown,"APPP, Pioneer LDC, Studio Tulip",Geneon Entertainment USA,Unknown,Unknown,3 min. per ep.,PG - Children,7100,9801,1363,2,45,628,33,49
Macross Flash Back 2012,6.91,"Drama, Mecha, Military, Sci-Fi",OVA,1,21-Jun-87,Unknown,Big West,Unknown,Unknown,Unknown,30 min.,PG-13 - Teens 13 or older,4004,5449,7693,11,109,5441,95,87
Detective Conan Movie 09: Strategy Above the Depths,7.82,"Adventure, Mystery, Comedy, Police, Shounen",Movie,1,9-Apr-05,Unknown,Unknown,Unknown,TMS Entertainment,Manga,1 hr. 50 min.,PG-13 - Teens 13 or older,787,2620,37941,25,340,34150,183,184
Detective Conan Movie 10: Requiem of the Detectives,8.08,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,15-Apr-06,Unknown,Unknown,Unknown,TMS Entertainment,Manga,1 hr. 51 min.,PG-13 - Teens 13 or older,439,2468,42484,36,493,37777,216,241
Sci-fi Harry,6.21,"Drama, Horror, Sci-Fi",TV,20,"Oct 6, 2000 to Mar 23, 2001",Fall 2000,"TV Asahi, Nagoya Broadcasting Network",Super Techno Arts,APPP,Manga,25 min. per ep.,R - 17+ (violence & profanity),7279,5549,7338,15,361,2268,360,591
Mamotte! Lollipop,6.68,"Adventure, Comedy, Magic, Romance, Shoujo",TV,13,"Jul 2, 2006 to Sep 24, 2006",Summer 2006,Delfi Sound,Funimation,Studio Comet,Manga,25 min. per ep.,PG-13 - Teens 13 or older,5019,3660,20070,133,705,13637,697,1042
Imouto de Ikou!,6.25,Hentai,OVA,2,"Jun 26, 2003 to Sep 25, 2003",Unknown,Green Bunny,Adult Source Media,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,,7231,3785,10,229,2308,138,138
Gakuen: Chijoku no Zushiki,5.53,Hentai,OVA,2,"Jun 7, 2002 to Sep 6, 2002",Unknown,Y.O.U.C,Unknown,Unknown,Unknown,30 min. per ep.,Rx - Hentai,,7868,2936,3,193,1415,169,156
Court no Naka no Tenshi-tachi,5.84,"Hentai, School, Sports",OVA,2,"Oct 27, 2000 to Dec 15, 2000",Unknown,Pink Pineapple,NuTech Digital,Unknown,Visual novel,27 min. per ep.,Rx - Hentai,,8202,2572,3,140,1527,93,122
Kaette Kita Court no Naka no Tenshi-tachi,5.76,Hentai,OVA,2,"Oct 26, 2001 to Jan 25, 2002",Unknown,Pink Pineapple,Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,,8827,2006,4,134,980,83,102
UFO Princess Valkyrie 3: Seiresetsu no Hanayome,6.97,"Comedy, Magic, Romance, Sci-Fi",OVA,6,"May 25, 2005 to Oct 25, 2005",Unknown,"Media Factory, KlockWorx, Toshiba Entertainment","ADV Films, Funimation",TNK,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3736,5885,6324,6,148,4115,131,120
Sentou Yousei Shoujo Tasukete! Mave-chan,5.37,"Parody, Comedy, Super Power, Sci-Fi, Shounen",OVA,1,24-Feb-05,Unknown,Bandai Visual,Bandai Entertainment,Studio Fantasia,Unknown,23 min.,PG-13 - Teens 13 or older,9976,7789,3023,2,110,1612,68,66
Kirarin☆Revolution,7.07,"Comedy, Drama, Romance, Shoujo",TV,153,"Apr 7, 2006 to Mar 27, 2009",Spring 2006,"Shogakukan-Shueisha Productions, VIZ Media, G&G Entertainment, MediaNet, Sony Music Entertainment",Unknown,SynergySP,Manga,22 min. per ep.,PG-13 - Teens 13 or older,3358,3283,24967,285,2356,10579,2836,3833
Silent Möbius,6.8,"Action, Sci-Fi, Comedy, Horror, Drama, Magic, Romance, Fantasy",TV,26,"Jan 29, 1998 to Apr 7, 1998",Winter 1998,Sotsu,Bandai Entertainment,Radix,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4455,4609,11724,36,479,5145,564,623
Black Lagoon: The Second Barrage,8.19,"Action, Seinen",TV,12,"Oct 3, 2006 to Dec 19, 2006",Fall 2006,"Geneon Universal Entertainment, Front Line","Funimation, Geneon Entertainment USA",Madhouse,Manga,24 min. per ep.,R - 17+ (violence & profanity),315,350,380831,2527,9542,303731,5890,2773
Black Jack,7.74,"Drama, Mystery, Psychological, Thriller",OVA,12,"Dec 21, 1993 to Dec 16, 2011",Unknown,"Animax, Akita Shoten",Central Park Media,Tezuka Productions,Manga,50 min. per ep.,PG-13 - Teens 13 or older,932,2975,30073,282,2574,10782,1567,1153
Black Jack the Movie,7.33,Drama,Movie,1,30-Nov-96,Unknown,Unknown,"Discotek Media, Manga Entertainment",Tezuka Productions,Manga,1 hr. 33 min.,R - 17+ (violence & profanity),2205,4855,10244,25,149,7267,133,96
Fuujin Monogatari,7.22,"Slice of Life, Fantasy, Supernatural, School, Drama",TV,13,"Sep 11, 2004 to Feb 26, 2005",Fall 2004,"Tohokushinsha Film Corporation, Hakuhodo DY Media Partners, Sky Perfect Communications, Culture Publishers",Sentai Filmworks,Production I.G,Original,25 min. per ep.,G - All Ages,2676,4227,14453,85,694,3716,740,587
Pokemon Crystal: Raikou Ikazuchi no Densetsu,6.87,"Action, Adventure, Comedy, Fantasy, Kids",Special,1,30-Dec-01,Unknown,Studio Jack,4Kids Entertainment,OLM,Game,1 hr. 9 min.,PG - Children,4167,3601,20621,10,148,17355,154,156
Pokemon Movie 08: Mew to Hadou no Yuusha Lucario,7.31,"Action, Adventure, Kids, Drama, Fantasy",Movie,1,16-Jul-05,Unknown,"Shogakukan-Shueisha Productions, Studio Jack","VIZ Media, 4Kids Entertainment",OLM,Game,1 hr. 40 min.,PG - Children,2281,1560,88136,143,419,83710,206,232
Pokemon: Senritsu no Mirage Pokemon,6.48,"Adventure, Comedy, Fantasy, Kids",ONA,1,13-Oct-06,Unknown,"VIZ Media, Studio Jack","4Kids Entertainment, The Pokemon Company International",OLM,Game,42 min.,PG - Children,6011,3348,23837,17,186,20533,156,172
Bishoujo Yuugekitai Battle Skipper,5.25,"Sci-Fi, Comedy, Mecha",OVA,3,"Aug 23, 1995 to Dec 16, 1995",Unknown,"Tokyo Kids, Victor Entertainment",Central Park Media,Artmic,Original,27 min. per ep.,PG-13 - Teens 13 or older,10216,9396,1599,2,56,788,42,65
De:vadasy,4.74,"Action, Ecchi, Psychological, Mecha",OVA,3,"Nov 25, 2000 to Jan 25, 2001",Unknown,Green Bunny,Media Blasters,Unknown,Game,23 min. per ep.,R+ - Mild Nudity,10789,8443,2345,0,76,1155,59,90
Kanon (2006),8.01,"Slice of Life, Supernatural, Drama, Romance",TV,24,"Oct 6, 2006 to Mar 16, 2007",Fall 2006,"Pony Canyon, TBS, Movic","ADV Films, Funimation",Kyoto Animation,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,526,621,232486,4503,7151,149675,6801,6148
Shakugan no Shana: Koi to Onsen no Kougai Gakushuu!,7.19,"Slice of Life, Comedy, Romance, Ecchi, Fantasy",OVA,1,8-Dec-06,Unknown,Unknown,Geneon Entertainment USA,J.C.Staff,Light novel,23 min.,PG-13 - Teens 13 or older,2820,2872,32074,30,439,23649,354,189
Suki na Mono wa Suki Dakara Shou ga Nai!!,6.71,"Comedy, Drama, Romance, Shoujo, Shounen Ai, Slice of Life",TV,12,"Jan 9, 2005 to Mar 27, 2005",Winter 2005,"Bandai Visual, Lantis, Movic",Media Blasters,Zexcs,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,4833,2447,43223,248,1505,28361,1298,2169
Ai Tenshi Densetsu Wedding Peach,6.69,"Adventure, Magic, Comedy, Romance, Shoujo",TV,51,"Apr 5, 1995 to Mar 27, 1996",Spring 1995,"KSS, Nihon Ad Systems, Studio Jack",ADV Films,OLM,Manga,24 min. per ep.,G - All Ages,4946,3787,18357,125,754,10689,981,1758
Futari wa Precure: Splash☆Star,7.13,"Action, Comedy, Magic, Fantasy, Shoujo",TV,49,"Feb 5, 2006 to Jan 28, 2007",Winter 2006,Asahi Broadcasting,Unknown,Toei Animation,Original,24 min. per ep.,G - All Ages,3067,4934,9863,63,479,5282,495,448
Death Note,8.63,"Mystery, Police, Psychological, Supernatural, Thriller, Shounen",TV,37,"Oct 4, 2006 to Jun 27, 2007",Fall 2006,"VAP, Konami, Ashi Production, Nippon Television Network, Shueisha",VIZ Media,Madhouse,Manga,23 min. per ep.,R - 17+ (violence & profanity),60,1,2589552,145201,122401,2146116,75054,80834
Busou Renkin,7.35,"Action, Fantasy, Supernatural, Comedy, School, Shounen",TV,26,"Oct 5, 2006 to Mar 29, 2007",Fall 2006,"Geneon Universal Entertainment, Yomiko Advertising, Shueisha, Imagine",VIZ Media,Xebec,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2095,974,152465,878,6563,92215,6575,8356
Genshi Shounen Ryuu,6.3,"Action, Sci-Fi, Adventure, Romance, Shounen",TV,22,"Oct 30, 1971 to Mar 25, 1972",Fall 1971,TBS,Unknown,Toei Animation,Manga,25 min. per ep.,PG-13 - Teens 13 or older,6882,9289,1676,5,101,634,80,144
Pumpkin Scissors,7.18,"Action, Comedy, Drama, Military",TV,24,"Oct 3, 2006 to Mar 18, 2007",Fall 2006,"GDH, Sotsu Music Publishing","ADV Films, Funimation","Gonzo, AIC",Manga,23 min. per ep.,R - 17+ (violence & profanity),2866,2710,35656,120,1710,18078,1854,2243
Touch: Cross Road - Kaze no Yukue,6.95,"Romance, Shounen, Sports",Special,1,9-Feb-01,Unknown,"VAP, Kodansha, Toho",Unknown,Group TAC,Unknown,1 hr. 30 min.,PG-13 - Teens 13 or older,3798,8121,2640,1,56,1766,41,77
"Touch: Miss Lonely Yesterday - Are kara, Kimi wa...",6.73,"Romance, Shounen, Sports",Special,1,22-Dec-98,Unknown,"VAP, Toho, Nippon Television Network, Shogakukan",Unknown,"Group TAC, Studio Junio",Unknown,1 hr. 30 min.,R+ - Mild Nudity,4747,7948,2845,0,67,1883,44,67
Souten no Ken,6.69,"Action, Historical, Martial Arts",TV,22,"Oct 5, 2006 to Mar 15, 2007",Fall 2006,TV Asahi,Unknown,APPP,Manga,27 min. per ep.,R - 17+ (violence & profanity),4943,5004,9526,20,644,3591,415,479
Brain Powerd,6.11,"Action, Adventure, Mecha, Sci-Fi",TV,26,"Apr 8, 1998 to Nov 11, 1998",Spring 1998,"Bandai Visual, WOWOW","Bandai Entertainment, Sentai Filmworks",Sunrise,Original,25 min. per ep.,PG-13 - Teens 13 or older,7759,5348,7998,20,395,2655,378,593
Yoake Mae yori Ruriiro na: Crescent Love,7.14,"Comedy, Romance, School, Sci-Fi",TV,12,"Oct 5, 2006 to Dec 21, 2006",Fall 2006,Unknown,Sentai Filmworks,Daume,Visual novel,23 min. per ep.,PG-13 - Teens 13 or older,3026,2797,33448,146,1606,18519,1112,1251
Super Robot Taisen OG The Animation,6.68,"Mecha, Sci-Fi, Shounen, Space",OVA,3,"May 27, 2005 to Dec 23, 2005",Unknown,Bandai Visual,"Bandai Entertainment, Media Blasters, Bandai Visual USA",Brain's Base,Game,28 min. per ep.,PG-13 - Teens 13 or older,4996,7456,3499,9,95,2049,80,97
Negima!?,7.02,"Adventure, Harem, Comedy, Supernatural, Magic, Romance, Ecchi, Fantasy, School",TV,26,"Oct 4, 2006 to Mar 28, 2007",Fall 2006,GANSIS,"Funimation, Sentai Filmworks",Shaft,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3578,1707,77508,318,4128,41121,3802,4696
Obake no Q-tarou,6.51,"Comedy, School, Slice of Life, Supernatural",TV,96,"Aug 29, 1965 to Jun 28, 1967",Summer 1965,Unknown,Unknown,Shin-Ei Animation,Manga,25 min. per ep.,G - All Ages,11270,11870,557,0,25,175,26,107
Shin Taketori Monogatari: 1000-nen Joou,7.2,"Sci-Fi, Mystery, Drama",TV,42,"Apr 16, 1981 to Mar 25, 1982",Spring 1981,Fuji TV,Unknown,Toei Animation,Manga,24 min. per ep.,G - All Ages,2789,7077,4029,21,250,1136,238,158
1000-nen Joou: Queen Millennia,6.84,"Adventure, Fantasy, Drama, Sci-Fi",Movie,1,13-Mar-82,Unknown,Unknown,Unknown,Toei Animation,Manga,2 hr. 1 min.,PG-13 - Teens 13 or older,4274,7312,3678,6,90,1611,77,96
Attack No.1,6.76,"Drama, Shoujo, Sports",TV,104,"Dec 7, 1969 to Nov 28, 1971",Winter 1970,Fuji TV,Unknown,Tokyo Movie Shinsha,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4605,5704,6878,29,344,3519,397,591
Hiatari Ryoukou! Yume no Naka ni Kimi ga Ita,6.23,"Comedy, Drama, Romance",Movie,1,1-Oct-88,Unknown,Group TAC,Unknown,Unknown,Manga,1 hr. 7 min.,PG-13 - Teens 13 or older,7217,10842,842,1,31,349,22,49
Queen Emeraldas,6.89,"Action, Sci-Fi, Adventure, Space",OVA,4,"Jun 5, 1998 to Dec 18, 1999",Unknown,"Four Some, Dynamic Planning",ADV Films,OLM,Manga,36 min. per ep.,PG-13 - Teens 13 or older,4056,6042,5913,9,215,2778,192,140
Asatte no Houkou.,7.07,"Supernatural, Drama",TV,12,"Oct 6, 2006 to Dec 22, 2006",Fall 2006,"Bandai Visual, Lantis, TBS, Mag Garden",Sentai Filmworks,J.C.Staff,Manga,25 min. per ep.,PG-13 - Teens 13 or older,3321,3499,21891,43,687,11549,851,930
Tokimeki Memorial: Only Love,7.07,"Comedy, Harem, Romance, School",TV,25,"Oct 3, 2006 to Apr 3, 2007",Fall 2006,Konami,Unknown,"Studio Pierrot, AIC ASTA",Game,24 min. per ep.,PG-13 - Teens 13 or older,3342,2820,32936,101,1672,17630,1449,1747
Kikoushi Enma,7.13,"Horror, Demons, Supernatural, Magic, Ecchi, Fantasy, Seinen",OVA,4,"Aug 24, 2006 to Mar 23, 2007",Unknown,Bandai Visual,"Bandai Entertainment, Bandai Visual USA",Brain's Base,Manga,40 min. per ep.,R+ - Mild Nudity,3093,3880,17516,46,665,7869,428,401
Shounen Onmyouji,7.59,"Action, Magic, Fantasy, Supernatural, Demons, Historical, Shoujo",TV,26,"Oct 3, 2006 to Mar 13, 2007",Fall 2006,"Sotsu, Marine Entertainment","Funimation, Geneon Entertainment USA",Studio Deen,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,1298,2293,48538,307,3025,22739,2497,2264
Yarima Queen,6.07,"Comedy, Demons, Fantasy, Hentai, Magic, Parody",OVA,1,25-Jun-00,Unknown,"AIC, Green Bunny","Media Blasters, NYAV Post",Unknown,Unknown,30 min.,Rx - Hentai,,7556,3342,19,166,2070,92,121
Shijou Saikyou no Deshi Kenichi,8.11,"Action, Comedy, Martial Arts, School, Shounen",TV,50,"Oct 7, 2006 to Sep 30, 2007",Fall 2006,"TV Tokyo, Tokyo Movie Shinsha, Shogakukan","Funimation, Discotek Media",TMS Entertainment,Manga,25 min. per ep.,PG-13 - Teens 13 or older,397,597,242355,3420,12707,165628,7859,6584
Choujin Gakuen Gowcaizer: The Voltage Fighters,5.05,"Action, Sci-Fi, Ecchi, Martial Arts, Shounen",OVA,3,"Sep 27, 1996 to Jan 31, 1997",Unknown,GAGA,Central Park Media,J.C.Staff,Game,30 min. per ep.,R+ - Mild Nudity,10556,7773,3059,4,139,1555,75,102
Lovedol: Lovely Idol,6.18,Music,TV,12,"Oct 3, 2006 to Dec 19, 2006",Fall 2006,"AIC, Pony Canyon Enterprise",Unknown,TNK,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,7462,5529,7457,10,333,3288,336,636
Yamato Nadeshiko Shichihenge♥,7.76,"Comedy, Shoujo",TV,25,"Oct 4, 2006 to Mar 28, 2007",Fall 2006,Unknown,"ADV Films, Funimation",Nippon Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,902,1104,133452,2464,6158,87812,5333,6588
Magic Knight Rayearth II,7.52,"Adventure, Drama, Fantasy, Magic, Mecha, Romance, Shoujo",TV,29,"Apr 10, 1995 to Nov 27, 1995",Spring 1995,Unknown,"Media Blasters, Discotek Media",TMS Entertainment,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1525,3155,26978,160,712,19168,792,569
Pokemon Advanced Generation,7.09,"Action, Adventure, Comedy, Kids, Fantasy",TV,192,"Nov 21, 2002 to Sep 14, 2006",Fall 2002,"TV Tokyo, Shogakukan-Shueisha Productions, TV Tokyo Music, Studio Jack","VIZ Media, 4Kids Entertainment, The Pokemon Company International",OLM,Game,24 min. per ep.,PG - Children,3225,1066,139284,451,3138,118317,3469,6063
Pokemon Diamond & Pearl,7.2,"Action, Adventure, Comedy, Kids, Fantasy",TV,191,"Sep 28, 2006 to Sep 9, 2010",Fall 2006,"TV Tokyo, Shogakukan-Shueisha Productions, SoftX, Nintendo, Studio Jack","VIZ Media, The Pokemon Company International",OLM,Game,23 min. per ep.,PG - Children,2783,1371,102618,407,3335,82106,3476,6179
Koukaku Kidoutai: Stand Alone Complex - Solid State Society,8.14,"Military, Sci-Fi, Mystery, Police, Mecha, Seinen",Special,1,1-Sep-06,Unknown,"Bandai Visual, Dentsu, Victor Entertainment, Nippon Television Network","Bandai Entertainment, Manga Entertainment",Production I.G,Manga,1 hr. 48 min.,R - 17+ (violence & profanity),376,1584,85769,268,1484,56925,892,364
Kaitou Saint Tail,7.55,"Adventure, Magic, Romance, Shoujo",TV,43,"Oct 12, 1995 to Sep 12, 1996",Fall 1995,"Dentsu, Tokyo Movie Shinsha, Asahi Broadcasting",Tokyopop,TMS Entertainment,Manga,22 min. per ep.,G - All Ages,1431,4113,15533,175,775,7881,874,735
Sumomomo Momomo: Chijou Saikyou no Yome,6.91,"Action, Comedy, Romance, Martial Arts, Seinen",TV,22,"Oct 6, 2006 to Mar 16, 2007",Fall 2006,"TV Asahi, Square Enix, Lantis, Movic",Unknown,Studio Hibari,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3998,2186,53105,82,3423,26418,2651,3602
Otome wa Boku ni Koishiteru,7.06,"Comedy, Drama, Romance, School",TV,12,"Oct 8, 2006 to Dec 24, 2006",Fall 2006,"Starchild Records, Dream Force, GANSIS",Media Blasters,feel.,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,3403,2106,55764,187,2383,31033,1789,2312
Happiness!,6.41,"Comedy, Harem, Magic, Romance, School",TV,12,"Oct 6, 2006 to Dec 22, 2006",Fall 2006,Delfi Sound,Maiden Japan,Artland,Visual novel,25 min. per ep.,PG-13 - Teens 13 or older,6361,2865,32261,53,1374,19044,1221,1874
Ghost Hunt,7.81,"Mystery, Comedy, Horror, Supernatural, Shoujo",TV,25,"Oct 4, 2006 to Mar 28, 2007",Fall 2006,"TV Tokyo, Avex Entertainment, Marvelous, Delfi Sound",Funimation,J.C.Staff,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,811,766,194354,3014,8115,107324,7112,6964
